_RAJ2000,_DEJ2000,3FGL 3FGL,Sig,Flux,RAJ2000,DEJ2000,LR-P,LRPred,RF-P,RFPred,PSR-Out,AGN-Out,BLR-PSR-P,BLR-PSR-Pred,RF-PSR-P,RF-PSR-Pred,Simbad
128.689,44.0604,3FGL J0834.7+4403,6.12,1.2E-13,128.689,44.0604,0.0,AGN,0.0,AGN,131.32,-0.68,0.0,,0.09,,Simbad
128.838,-45.1783,3FGL J0835.3-4510,1048.96,2.3E-9,128.838,-45.1783,1.0,PSR,1.0,PSR,-0.63,3270.83,1.0,YNG,0.99,YNG,Simbad
128.865,9.51,3FGL J0835.4+0930,4.96,1.5E-13,128.865,9.51,0.0,AGN,0.02,AGN,154.96,0.0,0.02,,0.25,,Simbad
129.09,21.7183,3FGL J0836.3+2143,4.75,7.9E-13,129.09,21.7183,0.0,AGN,0.0,AGN,140.59,-0.06,0.04,,0.31,,Simbad
129.141,-20.3441,3FGL J0836.5-2020,7.89,8.1E-12,129.141,-20.3441,0.03,AGN,0.01,AGN,193.83,3.4,0.12,,0.32,,Simbad
129.546,-46.2628,3FGL J0838.1-4615,8.66,2.7E-12,129.546,-46.2628,0.9,PSR,0.62,PSR,20.24,89.34,0.97,YNG,0.76,YNG,Simbad
129.704,-28.4892,3FGL J0838.8-2829,13.74,1.1E-12,129.704,-28.4892,0.6,PSR,0.57,PSR,25.24,64.86,0.05,MSP,0.14,MSP,Simbad
129.745,-40.9378,3FGL J0838.9-4056c,4.48,5.5E-12,129.745,-40.9378,0.41,PSR,0.29,PSR,80.93,6.94,0.97,YNG,0.77,YNG,Simbad
129.777,-47.6626,3FGL J0839.1-4739,4.42,3.5E-13,129.777,-47.6626,0.01,AGN,0.41,PSR,58.26,26.97,0.98,YNG,0.66,YNG,Simbad
129.89,1.038,3FGL J0839.5+0102,8.93,5.0E-13,129.89,1.038,0.0,AGN,0.06,AGN,85.47,9.33,0.02,,0.13,,Simbad
129.912,35.6387,3FGL J0839.6+3538,8.36,6.6E-14,129.912,35.6387,0.0,AGN,0.0,AGN,116.38,-0.7,0.01,,0.14,,Simbad
129.92,-41.5555,3FGL J0839.6-4133,8.9,2.0E-11,129.92,-41.5555,0.99,PSR,0.65,PSR,6.46,426.43,0.96,YNG,0.63,YNG,Simbad
129.923,18.0589,3FGL J0839.6+1803,6.27,2.4E-14,129.923,18.0589,0.0,AGN,0.0,AGN,110.61,-0.67,0.02,,0.16,,Simbad
130.21,13.2526,3FGL J0840.8+1315,9.22,2.3E-12,130.21,13.2526,0.0,AGN,0.0,AGN,151.4,1.76,0.01,,0.13,,Simbad
130.335,-35.9051,3FGL J0841.3-3554,18.82,8.8E-14,130.335,-35.9051,0.0,AGN,0.0,AGN,105.76,-0.15,0.01,,0.27,,Simbad
130.373,70.8972,3FGL J0841.4+7053,34.53,1.9E-10,130.373,70.8972,0.0,AGN,0.0,AGN,317.32,6.76,0.14,,0.51,,Simbad
130.52,-60.928,3FGL J0842.0-6055,13.98,1.9E-12,130.52,-60.928,0.01,AGN,0.0,AGN,112.2,2.11,0.0,,0.12,,Simbad
130.795,-45.7743,3FGL J0843.1-4546,5.96,9.6E-14,130.795,-45.7743,0.02,AGN,0.63,PSR,29.6,30.13,0.99,YNG,0.84,YNG,Simbad
130.859,67.2181,3FGL J0843.4+6713,13.17,1.4E-13,130.859,67.2181,0.01,AGN,0.16,AGN,69.16,2.5,0.01,,0.04,,Simbad
130.992,53.1989,3FGL J0843.9+5311,8.7,2.7E-13,130.992,53.1989,0.0,AGN,0.03,AGN,78.53,4.84,0.02,,0.12,,Simbad
131.082,-47.684,3FGL J0844.3-4741,5.34,4.5E-13,131.082,-47.684,0.53,PSR,0.39,PSR,84.1,54.12,0.84,YNG,0.58,YNG,Simbad
131.297,-54.9736,3FGL J0845.1-5458,19.3,2.7E-12,131.297,-54.9736,0.21,PSR,0.04,AGN,135.18,2.93,0.02,MSP,0.13,MSP,Simbad
131.678,-6.8581,3FGL J0846.7-0651,5.99,2.0E-12,131.678,-6.8581,0.02,AGN,0.01,AGN,158.14,3.22,0.12,,0.19,,Simbad
131.716,-26.6498,3FGL J0846.8-2638,4.94,9.2E-13,131.716,-26.6498,0.0,AGN,0.05,AGN,275.93,5.88,0.04,,0.33,,Simbad
131.75,-23.604,3FGL J0846.9-2336,15.61,3.5E-13,131.75,-23.604,0.0,AGN,0.0,AGN,145.61,-0.69,0.05,,0.24,,Simbad
131.788,11.5684,3FGL J0847.1+1134,10.54,2.8E-14,131.788,11.5684,0.0,AGN,0.0,AGN,128.7,-0.58,0.05,,0.15,,Simbad
131.808,-69.613,3FGL J0847.2-6936,5.68,9.9E-13,131.808,-69.613,0.0,AGN,0.01,AGN,179.3,0.94,0.04,,0.27,,Simbad
131.863,-43.4587,3FGL J0847.4-4327,12.2,1.1E-11,131.863,-43.4587,0.47,PSR,0.61,PSR,13.48,273.78,0.99,YNG,0.85,YNG,Simbad
132.071,-45.4129,3FGL J0848.2-4524,7.82,1.7E-12,132.071,-45.4129,0.35,PSR,0.58,PSR,23.89,26.99,0.99,YNG,0.91,YNG,Simbad
132.131,70.3008,3FGL J0848.5+7018,6.32,2.1E-14,132.131,70.3008,0.0,AGN,0.0,AGN,101.71,-0.73,0.01,,0.15,,Simbad
132.297,66.1266,3FGL J0849.1+6607,10.85,1.0E-13,132.297,66.1266,0.0,AGN,0.0,AGN,123.95,-0.75,0.01,,0.15,,Simbad
132.325,4.9799,3FGL J0849.3+0458,8.42,9.2E-14,132.325,4.9799,0.0,AGN,0.0,AGN,122.69,-0.59,0.02,,0.18,,Simbad
132.391,-29.2032,3FGL J0849.5-2912,9.52,2.5E-13,132.391,-29.2032,0.0,AGN,0.0,AGN,118.74,-0.71,0.02,,0.19,,Simbad
132.482,-35.6789,3FGL J0849.9-3540,10.85,1.7E-12,132.482,-35.6789,0.0,AGN,0.01,AGN,149.13,0.35,0.5,,0.46,,Simbad
